Manufacturer,UPC,ISIS SKU,Part Name,Category,Bullet Point 1,Bullet Point 2,Bullet Point 3,Bullet Point 4,Bullet Point 5,Description 1,Description 2,Description 3,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Instructions,T_Product Family,T_Cap Type,T_Feed Type,T_Filler Type,T_Inlet Type,T_Type,Capacity,Color,T_Foam/No Foam,Sending Unit,Size,Material,OHM Rating,Length,Width,Depth,T_Make
JAZ,,JAZ270-222-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,D-Ring bail handle cap assembly,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  D-Ring bail handle cap assembly.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.  Available with or without roll over valve flapper under cap assembly.,|,,27001606.jpg,,,,,,,,,Pro Sport,D-Ring Cap,,,,,22 Gallon,Red,w/Foam,,,,,25.75'',17.375'',14.5'',
JAZ,,JAZ270-222-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,D-Ring bail handle cap assembly,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  D-Ring bail handle cap assembly.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.  Available with or without roll over valve flapper under cap assembly.,|,,27001606.jpg,,,,,,,,,Pro Sport,D-Ring Cap,,,,,22 Gallon,Red,No Foam,,,,,25.75'',17.375'',14.5'',
JAZ,,JAZ270-222-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,D-Ring bail handle cap assembly,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  Includes aviation safety foam.  D-Ring bail handle cap assembly.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.  Available with or without roll over valve flapper under cap assembly.,|,,270-016-01.jpg,,,,,,,,,Pro Sport,D-Ring Cap,,,,,22 Gallon,Black,No Foam,,,,,25.75'',17.375'',14.5'',
JAZ,,JAZ270-332-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated white,Includes aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated white.  Includes aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,,Bottom Feed,,,,32 Gallon,White,w/Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ270-332-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,27001606.jpg,,,,,,,,,Pro Sport,,Bottom Feed,,,,32 Gallon,Red,w/Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ270-332-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,27001606.jpg,,,,,,,,,Pro Sport,,Bottom Feed,,,,32 Gallon,Red,No Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ270-332-NF5,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated white,No aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated white.  No aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,,Bottom Feed,,,,32 Gallon,White,No Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ270-532-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated white,Includes aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  Includes aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,,Top Feed,,,,32 Gallon,Black,w/Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ270-532-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated white,Includes aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated white.  Includes aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,,Top Feed,,,,32 Gallon,White,w/Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ270-532-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,,Top Feed,,,,32 Gallon,Red,w/Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ270-532-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,,Top Feed,,,,32 Gallon,Red,No Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ270-532-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated white,No aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  No aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,,Top Feed,,,,32 Gallon,Black,No Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ270-532-NF5,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated white,No aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated white.  No aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,,Top Feed,,,,32 Gallon,White,No Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ270-622-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  Includes aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,,Top Feed,,,,22 Gallon,Black,w/Foam,,,,,25'',16.75'',13.75'',
JAZ,,JAZ270-622-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,,Top Feed,,,,22 Gallon,Red,w/Foam,,,,,25'',16.75'',13.75'',
JAZ,,JAZ270-622-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,,Top Feed,,,,22 Gallon,Red,No Foam,,,,,25'',16.75'',13.75'',
JAZ,,JAZ270-622-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,D-Ring bail handle cap assembly,Top pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  No aviation safety foam.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  D-Ring bail handle cap assembly.  Top pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,,Top Feed,,,,22 Gallon,Black,No Foam,,,,,25'',16.75'',13.75'',
JAZ,,JAZ271-004-06,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,4 gallon capacity,Red color,Includes aviation safety foam,"4 gallon, pro d-ring w/foam and flapper",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAZ,,JAZ271-004-NF,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,4 gallon capacity,Red color,No aviation safety foam,"4 gallon, pro d-ring w/flapper, no foam",|,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAZ,,JAZ271-008-06,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,8 gallon capacity,Red color,Includes aviation safety foam,"8 gallon, pro d-ring w/foam and flapper",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,8 Gallon,Red,w/Foam,,,,,,,,
JAZ,,JAZ271-008-NF,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,8 gallon capacity,Red color,No aviation safety foam,"8 gallon, pro d-ring w/flapper, no foam",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,8 Gallon,Red,No Foam,,,,,,,,
JAZ,,JAZ271-012-01,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,12 gallon capacity,Black color,Includes aviation safety foam,"12 gallon, pro d-ring w/foam and flapper, black",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,12 Gallon,Black,w/Foam,,,,,,,,
JAZ,,JAZ271-012-06,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,12 gallon capacity,Red color,Includes aviation safety foam,"12 gallon, pro d-ring w/foam and flapper",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,12 Gallon,Red,w/Foam,,,,,,,,
JAZ,,JAZ271-012-NF,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,12 gallon capacity,Red color,No aviation safety foam,"12 gallon, pro d-ring w/flapper, no foam",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,12 Gallon,Red,No Foam,,,,,,,,
JAZ,,JAZ271-012-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,12 gallon capacity,Black color,No aviation safety foam,"12 gallon, pro d-ring w/flapper, no foam, black",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,12 Gallon,Black,No Foam,,,,,,,,
JAZ,,JAZ271-016-01,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,16 gallon capacity,Black color,Includes aviation safety foam,"16 gallon, pro d-ring w/foam and flapper, black",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,16 Gallon,Black,w/Foam,,,,,,,,
JAZ,,JAZ271-016-06,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,16 gallon capacity,Red color,Includes aviation safety foam,"16 gallon, pro d-ring w/foam and flapper",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,16 Gallon,Red,w/Foam,,,,,,,,
JAZ,,JAZ271-016-NF,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,16 gallon capacity,Red color,No aviation safety foam,"16 gallon, pro d-ring w/flapper, no foam",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,16 Gallon,Red,No Foam,,,,,,,,
JAZ,,JAZ271-016-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,16 gallon capacity,Black color,No aviation safety foam,"16 gallon, pro d-ring w/flapper, no foam, black",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,16 Gallon,Black,No Foam,,,,,,,,
JAZ,,JAZ271-022-06,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,22 gallon capacity,Red color,Includes aviation safety foam,"22 gallon, pro d-ring w/foam and flapper",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,22 Gallon,Red,w/Foam,,,,,,,,
JAZ,,JAZ271-022-NF,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,22 gallon capacity,Red color,No aviation safety foam,"22 gallon, pro d-ring w/flapper, no foam",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,22 Gallon,Red,No Foam,,,,,,,,
JAZ,,JAZ271-032-06,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,32 gallon capacity,Red color,Includes aviation safety foam,"32 gallon, pro d-ring w/foam and flapper",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,32 Gallon,Red,w/Foam,,,,,,,,
JAZ,,JAZ271-032-NF,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,32 gallon capacity,Red color,No aviation safety foam,"32 gallon, pro d-ring w/flapper, no foam",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,32 Gallon,Red,No Foam,,,,,,,,
JAZ,,JAZ271-116-06,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,16 gallon capacity,Red color,Includes aviation safety foam,"16 gallon, pro d-ring w/foam and flapper",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,16 Gallon,Red,w/Foam,,,,,,,,
JAZ,,JAZ271-116-NF,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,16 gallon capacity,Red color,No aviation safety foam,"16 gallon, pro d-ring w/flapper, no foam",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,16 Gallon,Red,No Foam,,,,,,,,
JAZ,,JAZ271-122-06,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,22 gallon capacity,Red color,Includes aviation safety foam,"22 gallon, pro d-ring w/foam and flapper",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,22 Gallon,Red,w/Foam,,,,,,,,
JAZ,,JAZ271-122-NF,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,22 gallon capacity,Red color,No aviation safety foam,"22 gallon, pro d-ring w/flapper, no foam",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,22 Gallon,Red,No Foam,,,,,,,,
JAZ,,JAZ271-132-01,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,32 gallon capacity,Black color,Includes aviation safety foam,"32 gallon, pro d-ring w/foam and flapper, black",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,32 Gallon,Black,w/Foam,,,,,,,,
JAZ,,JAZ271-132-06,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,32 gallon capacity,Red color,Includes aviation safety foam,"32 gallon, pro d-ring w/foam and flapper",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,32 Gallon,Red,w/Foam,,,,,,,,
JAZ,,JAZ271-132-NF,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,32 gallon capacity,Red color,No aviation safety foam,"32 gallon, pro d-ring w/flapper, no foam",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,32 Gallon,Red,No Foam,,,,,,,,
JAZ,,JAZ271-132-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,32 gallon capacity,Black color,No aviation safety foam,"32 gallon, pro d-ring w/flapper, no foam, black",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,32 Gallon,Black,No Foam,,,,,,,,
JAZ,,JAZ271-222-01,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,22 gallon capacity,Black color,Includes aviation safety foam,"22 gallon, pro d-ring w/foam and flapper, black",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,22 Gallon,Black,w/Foam,,,,,,,,
JAZ,,JAZ271-222-06,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,22 gallon capacity,Red color,Includes aviation safety foam,"22 gallon, pro d-ring w/foam and flapper",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,22 Gallon,Red,w/Foam,,,,,,,,
JAZ,,JAZ271-222-NF,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,22 gallon capacity,Red color,No aviation safety foam,"22 gallon, pro d-ring w/flapper, no foam",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,22 Gallon,Red,No Foam,,,,,,,,
JAZ,,JAZ271-222-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,22 gallon capacity,Black color,No aviation safety foam,"22 gallon, pro d-ring w/flapper, no foam, black",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,22 Gallon,Black,No Foam,,,,,,,,
JAZ,,JAZ271-332-06,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,32 gallon capacity,Red color,Includes aviation safety foam,"32 gallon, pro d-ring w/foam and flapper",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,32 Gallon,Red,w/Foam,,,,,,,,
JAZ,,JAZ271-332-NF,Fuel Cell,Fuel Systems.Fuel Cells,Pro sport design,Includes flapper valve,32 gallon capacity,Red color,No aviation safety foam,"32 gallon, pro d-ring w/flapper, no foam",|,,,,,,,,,,,Pro Sport,D-Ring Cap,,Flapper Filler,,,32 Gallon,Red,No Foam,,,,,,,,
JAZ,,JAZ272-008-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,Flush mount aircraft style cap assembly,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  Flush mount aircraft style cap assembly.  Mil spec anodized AN-8 fuel pickup.  Mil-spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,27201606.jpg,,,,,,,,,Pro Sport,Flush Cap,,,,,8 Gallon,Red,w/Foam,,,,,20.625'',15.5'',8.375'',
JAZ,,JAZ272-008-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,Flush mount aircraft style cap assembly,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  Flush mount aircraft style cap assembly.  Mil spec anodized AN-8 fuel pickup.  Mil-spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,27201606.jpg,,,,,,,,,Pro Sport,Flush Cap,,,,,8 Gallon,Red,No Foam,,,,,20.625'',15.5'',8.375'',
JAZ,,JAZ272-012-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,Flush mount aircraft style cap assembly,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  Includes aviation safety foam.  Flush mount aircraft style cap assembly.  Mil spec anodized AN-8 fuel pickup.  Mil-spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,Flush Cap,,,,,12 Gallon,Black,w/Foam,,,,,18'',16.5'',10.5'',
JAZ,,JAZ272-012-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,Flush mount aircraft style cap assembly,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  Flush mount aircraft style cap assembly.  Mil spec anodized AN-8 fuel pickup.  Mil-spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,27201606.jpg,,,,,,,,,Pro Sport,Flush Cap,,,,,12 Gallon,Red,w/Foam,,,,,18'',16.5'',10.5'',
JAZ,,JAZ272-012-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,Flush mount aircraft style cap assembly,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  Flush mount aircraft style cap assembly.  Mil spec anodized AN-8 fuel pickup.  Mil-spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,27201606.jpg,,,,,,,,,Pro Sport,Flush Cap,,,,,12 Gallon,Red,No Foam,,,,,18'',16.5'',10.5'',
JAZ,,JAZ272-012-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,Flush mount aircraft style cap assembly,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  No aviation safety foam.  Flush mount aircraft style cap assembly.  Mil spec anodized AN-8 fuel pickup.  Mil-spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,Flush Cap,,,,,12 Gallon,Black,No Foam,,,,,18'',16.5'',10.5'',
JAZ,,JAZ272-016-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,Flush mount aircraft style cap assembly,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  Includes aviation safety foam.  Flush mount aircraft style cap assembly.  Mil spec anodized AN-8 fuel pickup.  Mil-spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,Flush Cap,,,,,16 Gallon,Black,w/Foam,,,,,26'',18'',10'',
JAZ,,JAZ272-016-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,Flush mount aircraft style cap assembly,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  Flush mount aircraft style cap assembly.  Mil spec anodized AN-8 fuel pickup.  Mil-spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,27201606.jpg,,,,,,,,,Pro Sport,Flush Cap,,,,,16 Gallon,Red,w/Foam,,,,,26'',18'',10'',
JAZ,,JAZ272-016-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,Flush mount aircraft style cap assembly,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  Flush mount aircraft style cap assembly.  Mil spec anodized AN-8 fuel pickup.  Mil-spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,27201606.jpg,,,,,,,,,Pro Sport,Flush Cap,,,,,16 Gallon,Red,No Foam,,,,,26'',18'',10'',
JAZ,,JAZ272-016-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,Flush mount aircraft style cap assembly,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  No aviation safety foam.  Flush mount aircraft style cap assembly.  Mil spec anodized AN-8 fuel pickup.  Mil-spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport,Flush Cap,,,,,16 Gallon,Black,No Foam,,,,,26'',18'',10'',
